uid,install_timestamp,free_trial_timestamp,country,language,device_type,os_version,attribution_network,product_price_tier,product_periodicity,product_free_trial_length,onboarding_birth_year,onboarding_gender,net_purchases_15d,net_purchases_1y
lruT1FYSGVtdXdD17je1Dg==,2019-06-16 01:31:02+00:00,2019-06-16 01:32:03+00:00,FR,fr,iPhone SE,10.3.3,Snapchat Installs,20,30,7,1995.0,M,0.0,0.0
1PsPpgbHorcPH2mnIBQTGQ==,2019-06-16 01:31:37+00:00,2019-06-16 01:32:26+00:00,US,en,iPhone 7,12.3.1,Facebook Installs,60,365,7,1975.0,F,21.0,21.0
QtuGbSaaBaUZRvCmPx6D8Q==,2019-06-16 01:34:40+00:00,2019-06-16 01:35:14+00:00,US,en,iPhone XR,12.2,Facebook Installs,20,30,7,2001.0,M,0.0,0.0
jMf6nOla+TMNH/Yjpj4WpA==,2019-06-16 01:35:16+00:00,2019-06-16 01:35:37+00:00,US,en,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1986.0,F,0.0,0.0
lFUvFf/5VEibf23q0S1nSw==,2019-06-16 01:36:01+00:00,2019-06-16 01:38:39+00:00,AU,en,iPhone 8,12.2,Facebook Installs,20,30,7,1968.0,F,0.0,0.0
52xNruSbqGyyoGqzvB7b/g==,2019-06-16 01:36:06+00:00,2019-06-16 01:36:45+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,20,30,7,2002.0,M,0.0,0.0
FJmNi/0QrkGHNWvgJR6ucg==,2019-06-16 01:37:15+00:00,2019-06-16 01:37:58+00:00,US,en,iPad Pro 12.9-inch 3,12.3.1,Facebook Installs,20,30,7,1970.0,F,0.0,0.0
28lW+cWUyqcnVhpKRu+ifQ==,2019-06-16 01:37:16+00:00,2019-06-16 01:38:25+00:00,DE,de,iPhone 7,12.3.1,Apple Search Ads,20,30,7,1996.0,F,0.0,0.0
8FUEaWRkPU8Xk5PjY3aJEw==,2019-06-16 01:37:53+00:00,2019-06-16 01:38:43+00:00,US,en,iPhone 6S Plus,12.3.1,Organic,20,30,7,1988.0,F,0.0,0.0
YDBPZyl9C0KoXFpP2wsM6Q==,2019-06-16 01:38:28+00:00,2019-06-24 00:18:02+00:00,GB,en,iPhone 8,12.3.1,Apple Search Ads,20,30,7,1988.0,M,0.0,0.0
f5JpGDaYhHuTjGWsGv2zog==,2019-06-16 01:41:00+00:00,2019-06-16 01:41:35+00:00,AU,en,iPhone 6S Plus,12.3.1,Organic,20,30,7,1996.0,F,0.0,0.0
recckBeYk413Ef0eMnb2uQ==,2019-06-16 01:41:59+00:00,2019-06-16 01:42:23+00:00,US,en,iPhone XR,12.2,Snapchat Installs,20,30,7,2007.0,?,0.0,0.0
xOwZwKW5ABXz+8b2KMlDXg==,2019-06-16 01:42:15+00:00,2019-06-16 01:42:50+00:00,BR,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1999.0,M,0.0,0.0
xoYhHSguq4vm5N+yMO/RRw==,2019-06-16 01:44:59+00:00,2019-06-16 01:45:39+00:00,US,en,iPhone 6S Plus,12.3.1,Facebook Installs,20,30,7,1999.0,M,7.0,7.0
biYQ0K9nHyHYBCtNe5+IOw==,2019-06-16 01:46:09+00:00,2019-06-16 01:50:07+00:00,US,en,iPhone 8,11.4,Organic,20,30,7,1995.0,F,0.0,0.0
bthB//b6AFX0g42BqDAeKw==,2019-06-16 01:46:59+00:00,2019-06-16 01:47:26+00:00,US,en,iPhone XS Max,12.3.1,Organic,20,30,7,1968.0,F,0.0,0.0
eqc+0/Ig9UzGEDh1CxufJQ==,2019-06-16 01:49:43+00:00,2019-06-16 01:50:41+00:00,CA,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1984.0,M,0.0,0.0
3fl8P/GhT+NW0wvqwWgUEg==,2019-06-16 01:49:47+00:00,2019-06-16 01:50:29+00:00,GB,en,iPhone 6,12.3.1,Facebook Installs,60,365,7,1994.0,M,0.0,0.0
T4osf9w9P+MirR9Q5HcVhA==,2019-06-16 01:54:09+00:00,2019-06-16 01:55:17+00:00,US,en,iPhone 6S,12.3.1,Organic,20,30,7,1985.0,F,7.0,21.0
vN4aS1kRB0cg/hNzlBC2Kw==,2019-06-16 01:54:30+00:00,2019-06-16 01:55:03+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1988.0,M,0.0,0.0
sSfnx+P7eIzuLnzVqzUQqA==,2019-06-16 01:56:09+00:00,2019-06-16 01:56:33+00:00,US,en,iPhone 7,12.3.1,Facebook Installs,60,365,7,2010.0,M,0.0,0.0
/cN89Rs2rIIvjGZQj87+bw==,2019-06-16 01:56:31+00:00,2019-06-16 01:56:50+00:00,ES,es,iPhone X,12.3.1,Facebook Installs,20,30,7,1993.0,M,0.0,0.0
DhWBzsFnOBdK/b/ageObYQ==,2019-06-16 01:59:58+00:00,2019-06-16 02:00:58+00:00,CA,fr,iPhone 8,12.3.1,Facebook Installs,20,30,7,1993.0,M,0.0,0.0
P3QEopwUNCdY5ER1d0kK5w==,2019-06-16 02:00:41+00:00,2019-06-16 02:01:17+00:00,US,en,iPhone 8 Plus,12.1.4,Facebook Installs,20,30,7,1991.0,M,7.0,7.0
bYJKSGfcblT9tn252xGFWQ==,2019-06-16 02:01:59+00:00,2019-06-16 02:07:13+00:00,CA,fr,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1995.0,F,0.0,0.0
x+ULLafJMp3HXUU7bzNqFA==,2019-06-16 02:02:56+00:00,2019-06-16 02:03:23+00:00,MX,en,iPhone X,12.3.1,Facebook Installs,6,7,7,1987.0,M,4.3,19.350000381469727
Lp42aUDRzqKtbRWUska9Mg==,2019-06-16 02:09:14+00:00,2019-06-16 02:09:36+00:00,CA,fr,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,2005.0,M,0.0,0.0
UnzSRhu/w4eS90VfUvO4tA==,2019-06-16 02:09:35+00:00,2019-06-16 02:11:21+00:00,GB,en,iPhone 5C,10.3.3,Organic,20,30,7,1992.0,M,0.0,0.0
b2qnQZwIj5W8wFtcDaxEgQ==,2019-06-16 02:09:58+00:00,2019-06-16 02:10:27+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,20,30,7,2000.0,M,7.0,30.100000381469727
U5Q+yiY5AMxBwgbc4QpkRg==,2019-06-16 02:10:43+00:00,2019-06-16 02:11:07+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1978.0,F,0.0,0.0
aXsRrU5hxQskxbYIt6igsQ==,2019-06-16 02:22:56+00:00,2019-06-16 02:23:19+00:00,US,en,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,1994.0,F,0.0,0.0
g5CnH2B876R7mRDcdA45oA==,2019-06-16 02:23:24+00:00,2019-06-16 02:23:43+00:00,US,en,iPhone 8 Plus,12.3.1,Apple Search Ads,20,30,7,1994.0,M,7.0,28.0
StLbFg6bZGhdAQVqtZ+27w==,2019-06-16 02:24:08+00:00,2019-06-16 02:26:29+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,60,365,7,1989.0,F,21.0,21.0
UjY/iBU4R34J0OVx+TU/UQ==,2019-06-16 02:25:50+00:00,2019-06-16 02:26:20+00:00,GB,en,iPhone 7,11.4.1,Facebook Installs,20,30,7,2003.0,M,6.68,6.679999828338623
nEN/GT4Ry564256Tvl4QGw==,2019-06-16 02:26:58+00:00,2019-06-16 02:28:05+00:00,US,en,iPhone X,11.4.1,Facebook Installs,20,30,7,2002.0,M,0.0,0.0
oqucwrvs46g4UKhWup4jjg==,2019-06-16 02:27:46+00:00,2019-06-16 02:28:54+00:00,US,en,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,1968.0,F,7.0,49.0
9YwVZ+rusbz0ShHu3he0XA==,2019-06-16 02:29:53+00:00,2019-06-16 02:30:28+00:00,BR,en,iPhone XS,12.3.1,Facebook Installs,20,30,7,1986.0,M,0.0,0.0
e/PoMPp8lRZJ04wcN0hN/w==,2019-06-16 02:31:18+00:00,2019-06-16 02:34:11+00:00,CA,en,iPhone SE,12.3.1,Facebook Installs,20,30,7,1989.0,F,0.0,0.0
kSL1fY20gg+d7JPc4B0sZg==,2019-06-16 02:33:43+00:00,2019-06-16 02:43:41+00:00,CO,es,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,,,0.0,0.0
fHwx29XQ2BJF8G65qDL0Sw==,2019-06-16 02:34:31+00:00,2019-06-16 02:37:56+00:00,US,en,iPhone 8 Plus,12.3.2,Organic,20,30,7,1978.0,F,7.0,28.0
rY9sepSsPMkl0+12cxrq2w==,2019-06-16 02:34:48+00:00,2019-06-16 02:35:43+00:00,CA,en,iPhone 6,12.1.4,Organic,20,30,7,1988.0,F,0.0,0.0
14v9pSRmOdJhLJrl5V7oeQ==,2019-06-16 02:35:28+00:00,2019-06-17 02:27:34+00:00,AR,es,iPhone SE,12.3.1,Facebook Installs,6,7,7,2001.0,M,2.1,2.0999999046325684
cXlouBOLLdG5gAPGl04Q6w==,2019-06-16 02:36:32+00:00,2019-06-16 02:37:00+00:00,US,en,iPhone XS,12.3.1,Organic,20,30,7,1996.0,M,7.0,35.0
T+DiMt/o32Fcq82YPbH7/A==,2019-06-16 02:36:40+00:00,2019-06-16 02:38:13+00:00,CA,en,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1991.0,F,0.0,0.0
QIJEWyAZEkgSiwTIqRibug==,2019-06-16 02:38:39+00:00,2019-06-16 02:39:26+00:00,CA,en,iPhone 8 Plus,12.2,Facebook Installs,20,30,7,1983.0,M,0.0,0.0
Isdl1oY+X8LnIcLuw7h32w==,2019-06-16 02:40:24+00:00,2019-06-16 02:41:49+00:00,US,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1975.0,M,0.0,0.0
4htRhZ1pbjPx+kKgeRokdA==,2019-06-16 02:40:56+00:00,2019-06-16 02:41:17+00:00,GB,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,1997.0,F,6.68,13.210000038146973
VXz4IsQ4JpJ7ByvtuI+IZg==,2019-06-16 02:42:12+00:00,2019-06-16 02:42:58+00:00,CA,es,iPhone XR,12.3.1,Facebook Installs,60,365,7,,,0.0,0.0
4xTddKq9E5na1WS7ThH7JQ==,2019-06-16 02:46:56+00:00,2019-06-16 02:57:00+00:00,US,en,iPhone 6,12.3.1,Organic,20,30,7,1985.0,F,7.0,14.0
ANrHW4ykzVJVFoPPT+2/UQ==,2019-06-16 02:48:03+00:00,2019-06-16 02:48:51+00:00,US,en,iPhone 8,12.3.1,Organic,20,30,7,1954.0,M,0.0,0.0
RaXfRk+vuoMSG+Gtc72JNw==,2019-06-16 02:49:10+00:00,2019-06-16 02:51:57+00:00,US,en,iPhone XR,12.3.1,Organic,20,30,7,1990.0,F,7.0,14.0
xDHhKBMrhhCem3/Xzlhg8Q==,2019-06-16 02:50:00+00:00,2019-06-16 02:50:45+00:00,US,en,iPad 6,12.3.1,Facebook Installs,20,30,7,1998.0,F,0.0,0.0
xcPmFluo2BOjv/7TqJcTaw==,2019-06-16 02:51:19+00:00,2019-06-16 02:52:02+00:00,US,en,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1981.0,F,0.0,0.0
q4re7FYiUfmZz43xyCUk1w==,2019-06-16 02:51:38+00:00,2019-06-16 02:52:40+00:00,IT,en,iPhone XS,12.3.1,Facebook Installs,20,30,7,1976.0,M,6.85,26.889999389648438
p5BlMLijE96uhisiXg8T3g==,2019-06-16 02:54:26+00:00,2019-06-16 02:55:19+00:00,IT,en,iPhone 7,12.3.1,Organic,20,30,7,1996.0,M,0.0,0.0
A2UQPLWgc1lZqihTnbPDoQ==,2019-06-16 02:55:01+00:00,2019-06-16 02:55:51+00:00,CA,en,iPhone X,12.2,Facebook Installs,20,30,7,2001.0,F,0.0,0.0
DQa4LNM6vo24Ior4vVdJog==,2019-06-16 02:55:54+00:00,2019-06-16 03:00:02+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,60,365,7,1958.0,F,0.0,0.0
DcuVf0OrbhgdlGb3KIFHaQ==,2019-06-16 02:56:14+00:00,2019-06-16 02:56:56+00:00,US,es,iPhone 8 Plus,12.1.4,Facebook Installs,60,365,7,1994.0,M,0.0,0.0
G0vx/3PXgtzlSN+BciXmCA==,2019-06-16 02:59:16+00:00,2019-06-16 02:59:57+00:00,FR,fr,iPhone 6 Plus,12.2,Organic,20,30,7,1998.0,F,0.0,6.789999961853027
0OBqTdnFRP2FtwXP0JSoHA==,2019-06-16 02:59:28+00:00,2019-06-16 02:59:56+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1971.0,M,7.0,7.0
ZSGN+2Xb+5DWRxuhWGO0mQ==,2019-06-16 02:59:31+00:00,2019-06-16 03:00:01+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,2002.0,F,0.0,0.0
QTG2P29h+sxF1ePrMpFtgA==,2019-06-16 03:00:04+00:00,2019-06-16 04:52:26+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,6,7,7,2003.0,F,4.2,52.5
NRoedMkKs7Y/7aqsKdbffQ==,2019-06-16 03:02:37+00:00,2019-06-16 03:03:14+00:00,MX,es,iPhone 6S,12.3.1,Facebook Installs,20,30,7,2001.0,M,0.0,0.0
1y2IADIl7b9pT0UI6BNUqQ==,2019-06-16 03:03:13+00:00,2019-06-16 03:04:38+00:00,FR,fr,iPhone 7,12.3.1,Snapchat Installs,20,30,7,1999.0,M,0.0,0.0
j92+d0yZUUevBkIsuVQbFg==,2019-06-16 03:03:24+00:00,2019-06-16 03:04:16+00:00,CO,es,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1977.0,M,5.92,5.920000076293945
fsl0V/LPS0Z6TRodoSGOUQ==,2019-06-16 03:04:01+00:00,2019-06-16 03:05:25+00:00,US,en,iPhone 7 Plus,12.1.4,Snapchat Installs,20,30,7,1998.0,M,0.0,21.0
mYwq+Hhfl6lLgrTMLVPDmg==,2019-06-16 03:05:38+00:00,2019-06-16 03:06:43+00:00,US,en,iPhone 8,12.3.1,Facebook Installs,20,30,7,1967.0,F,7.0,14.0
abN2ZhZJ+IL3gudmp9/rqg==,2019-06-16 03:07:18+00:00,2019-06-16 03:07:48+00:00,US,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,2001.0,F,7.0,7.0
+A4YtsYDeR0OK6MnFxy1TA==,2019-06-16 03:07:49+00:00,2019-06-16 03:08:57+00:00,US,en,iPhone XS Max,12.3.1,Organic,20,30,7,1987.0,F,7.0,7.0
dm0fk6VriREAqq3RXRWi8g==,2019-06-16 03:09:41+00:00,2019-06-16 03:14:56+00:00,IT,en,iPhone 7,12.0,Apple Search Ads,20,30,7,1995.0,F,0.0,0.0
oUIoce1MQcDbXUYOYdQkHA==,2019-06-16 03:14:12+00:00,2019-06-16 07:33:08+00:00,US,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,2006.0,M,0.0,0.0
FxBy2CTq+QEXSJg9mkwXVw==,2019-06-16 03:14:41+00:00,2019-06-16 03:15:24+00:00,US,en,iPhone 7,12.3.1,Apple Search Ads,20,30,7,1973.0,M,7.0,21.0
ZNR0JJiF306UJs3Re6y2KQ==,2019-06-16 03:17:34+00:00,2019-06-16 03:17:57+00:00,US,en,iPhone XS Max,12.2,Facebook Installs,20,30,7,1995.0,F,0.0,0.0
Sd79uRbdCMSUWoEKuqMAYQ==,2019-06-16 03:18:33+00:00,2019-06-16 03:19:36+00:00,US,en,iPhone X,12.3.1,Facebook Installs,60,365,7,1958.0,M,0.0,0.0
uL10XCAbSzJpksXPzcd+nA==,2019-06-16 03:19:35+00:00,2019-06-16 03:20:30+00:00,CA,fr,iPhone 7,12.3.1,Facebook Installs,20,30,7,1977.0,F,0.0,0.0
YH7lvq1t3yvI+CHMwrrCQA==,2019-06-16 03:19:38+00:00,2019-06-16 03:20:47+00:00,CA,fr,iPhone XR,12.3.1,Facebook Installs,20,30,7,1994.0,F,0.0,0.0
xP3yOMI4+gwflKkQPdKf2w==,2019-06-16 03:22:01+00:00,2019-06-16 03:23:54+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,6,7,7,2014.0,M,4.2,109.19999694824219
5S8Ip/I+kWhY5GboY77zxg==,2019-06-16 03:24:19+00:00,2019-06-16 03:25:20+00:00,US,en,iPhone 7 Plus,12.3.1,Organic,20,30,7,1968.0,F,7.0,7.0
xRw1D9YRItCUwdI0sfwmEA==,2019-06-16 03:26:25+00:00,2019-06-16 03:27:17+00:00,US,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1990.0,F,7.0,7.0
hPoEMvE4fu9HymV7ALph0A==,2019-06-16 03:26:34+00:00,2019-06-16 03:28:24+00:00,US,en,iPhone 8 Plus,11.4.1,Snapchat Installs,20,30,7,2002.0,F,7.0,7.0
lBCDkE1IlDv0xZV+bSJLgw==,2019-06-16 03:26:46+00:00,2019-06-16 03:27:15+00:00,US,en,iPhone 7,12.1.4,Organic,20,30,7,2009.0,F,0.0,0.0
O5BNucgq1VgqRgiKQeN3Sw==,2019-06-16 03:27:54+00:00,2019-06-16 03:30:14+00:00,US,en,iPhone XR,12.3.1,Organic,20,30,7,1994.0,F,7.0,84.0
HvXLf5o3ZFuuEHQ9QRyCxw==,2019-06-16 03:28:54+00:00,2019-06-16 03:29:20+00:00,US,en,iPhone 7 Plus,12.3.1,Organic,20,30,7,1981.0,M,0.0,0.0
conZYbbpBU4a6n8T09XBag==,2019-06-16 03:29:24+00:00,2019-06-16 03:30:21+00:00,DK,en,iPhone 8,12.3.1,Snapchat Installs,20,30,7,1995.0,M,0.0,0.0
YSvwLX4GvICeIYcLU/hjDA==,2019-06-16 03:29:41+00:00,2019-06-16 03:30:19+00:00,CA,en,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1998.0,F,0.0,0.0
VJ+DSCIsEcVRVAJdo1VOgw==,2019-06-16 03:30:05+00:00,2019-06-16 03:30:59+00:00,CA,en,iPhone 6S,12.2,Facebook Installs,20,30,7,1994.0,M,7.14,14.369999885559082
v6jTPxHOYX5oQGG97aGCHA==,2019-06-16 03:32:10+00:00,2019-06-16 03:33:52+00:00,US,en,iPhone XS,12.3.1,Organic,6,7,7,1982.0,F,4.2,6.300000190734863
Rsi363io70DPQmhtJ2J5xg==,2019-06-16 03:35:13+00:00,2019-06-16 03:35:54+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1972.0,F,0.0,0.0
OVvKfldwx39d5S6Yw8Vhfg==,2019-06-16 03:35:59+00:00,2019-06-16 03:36:53+00:00,MX,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,2002.0,F,0.0,0.0
hYIizjDacnO4luHAgC5clw==,2019-06-16 03:36:23+00:00,2019-06-16 03:37:13+00:00,US,en,iPhone X,12.1.4,Organic,20,30,7,1962.0,F,7.0,7.0
ryDK4muAPlbYSrZFGB2hPA==,2019-06-16 03:37:29+00:00,2019-06-16 03:56:13+00:00,US,es,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1989.0,F,7.0,7.0
yRr2YmlCmJKy8R2iZTxYmA==,2019-06-16 03:37:43+00:00,2019-06-16 03:38:17+00:00,US,en,iPhone XR,12.0.1,Snapchat Installs,20,30,7,1998.0,F,7.0,7.0
u/+79i7njJ4qqs/IlacJQQ==,2019-06-16 03:38:21+00:00,2019-06-16 03:38:55+00:00,US,en,iPhone 8 Plus,12.3.2,Organic,20,30,7,1984.0,M,0.0,0.0
ljUsQb31NUkXwp1aq17d6Q==,2019-06-16 03:41:10+00:00,2019-06-16 03:41:57+00:00,US,en,iPhone 6S Plus,12.3.1,Facebook Installs,20,30,7,1985.0,F,0.0,0.0
+dFZiKYzEBsR8IxZxB7fiA==,2019-06-16 03:42:00+00:00,2019-06-20 03:41:25+00:00,US,en,iPhone 6 Plus,12.3.1,Snapchat Installs,6,7,7,2002.0,M,4.2,4.199999809265137
wNxI9Cl2k3vK4AeS03XBUA==,2019-06-16 03:42:27+00:00,2019-06-16 03:46:38+00:00,AU,en,iPhone 7,12.1.4,Facebook Installs,20,30,7,1969.0,F,0.0,0.0
speLaRDz6fcO4o1MGO4P8g==,2019-06-16 03:42:28+00:00,2019-06-16 03:42:56+00:00,US,en,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1993.0,F,0.0,0.0
D2wm7TfEEAu7Hq4ZPLpQ/w==,2019-06-16 03:43:57+00:00,2019-06-16 03:45:39+00:00,MX,es,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,,,7.14,0.0
yha3FiYJFr4AFuWlDNUtLw==,2019-06-16 03:45:50+00:00,2019-06-16 03:46:31+00:00,US,en,iPhone XS,12.1.4,Snapchat Installs,20,30,7,1999.0,F,0.0,0.0
66FsvbZ5i6Af9GsLkxE9Hw==,2019-06-16 03:46:28+00:00,2019-06-16 04:04:19+00:00,US,en,iPhone 7,12.3.1,Organic,20,30,7,2001.0,F,0.0,0.0
5cplRXXK+MLTOhdELNUKUw==,2019-06-16 03:46:52+00:00,2019-06-16 03:48:05+00:00,US,en,iPhone XS,12.3.1,Facebook Installs,20,30,7,1964.0,F,0.0,0.0
wsJTsLxUAs+5XyvoSCzNiQ==,2019-06-16 03:46:54+00:00,2019-06-16 03:47:19+00:00,CA,en,iPhone 7,12.3.1,Facebook Installs,6,7,7,,,0.0,0.0
fTOkPvTGbVnN2fwHmeorBw==,2019-06-16 03:48:02+00:00,2019-06-16 03:55:13+00:00,US,en,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1986.0,M,0.0,0.0
v0UiEWemMbArIIpKS9iPRg==,2019-06-16 03:49:43+00:00,2019-06-16 03:51:50+00:00,DE,de,iPad Pro 10.5-inch,12.3.1,Organic,6,7,7,1959.0,M,0.0,0.0
MCqDWBG7+9a5OKVp/KA1SQ==,2019-06-16 03:50:13+00:00,2019-06-16 03:52:07+00:00,US,en,iPhone 6S Plus,12.3.1,Facebook Installs,60,365,7,1985.0,M,21.0,21.0
fMzeZR1PRrNxwUmQ9W0rUA==,2019-06-16 03:50:21+00:00,2019-06-16 03:52:44+00:00,DE,de,iPhone 8,12.3.1,Organic,20,30,7,1995.0,F,0.0,0.0
2gOOhVzOYNWHCGYlLNT4jA==,2019-06-16 03:50:46+00:00,2019-06-17 05:06:34+00:00,US,en,iPhone 7 Plus,12.3.1,Snapchat Installs,20,30,7,1993.0,?,0.0,0.0
jKpuEfI6hNRoicYt/7d2fA==,2019-06-16 03:52:55+00:00,2019-06-16 04:07:46+00:00,US,en,iPhone 7 Plus,11.4.1,Facebook Installs,20,30,7,1995.0,F,7.0,28.0
OR0pwjmREJniE+S6sO1b7w==,2019-06-16 03:53:21+00:00,2019-06-16 03:53:40+00:00,US,en,iPhone XS Max,12.3.1,Apple Search Ads,60,365,7,1999.0,F,0.0,0.0
Ko446VEfWP507wiGXB7ixg==,2019-06-16 03:54:55+00:00,2019-06-16 03:56:00+00:00,CO,es,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1992.0,F,0.0,0.0
rlsVzdbwlgiPhw8lhto0Uw==,2019-06-16 03:55:44+00:00,2019-06-16 03:56:46+00:00,US,en,iPhone XS Max,12.2,Facebook Installs,20,30,7,1979.0,F,0.0,0.0
5ETOKyk/YW9CGiBFGifoTQ==,2019-06-16 03:57:56+00:00,2019-06-16 03:58:40+00:00,PH,en,iPhone 6S,12.3.1,Facebook Installs,20,30,7,2001.0,M,0.0,21.739999771118164
arWIUx017Un9/UvhSlL1dg==,2019-06-16 03:58:28+00:00,2019-06-16 03:59:05+00:00,US,en,iPhone 8,12.3.1,Apple Search Ads,20,30,7,1985.0,F,7.0,63.0
59DOd9BomAG2Ns2HMMTG7Q==,2019-06-16 03:58:58+00:00,2019-06-16 03:59:46+00:00,US,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1992.0,F,7.0,7.0
J2gV9FKUQch3dFGBvUHC4w==,2019-06-16 04:00:38+00:00,2019-06-16 04:02:31+00:00,JM,en,iPhone 6 Plus,12.3.1,Facebook Installs,20,30,7,1994.0,F,0.0,0.0
O3/925otnJy6qyMKIaKkOw==,2019-06-16 04:00:50+00:00,2019-06-16 04:01:22+00:00,MX,es,iPhone XS,12.3.1,Facebook Installs,20,30,7,1977.0,F,0.0,0.0
SegHmKEB1QrRfuIkqW34oA==,2019-06-16 04:01:10+00:00,2019-06-16 04:01:56+00:00,US,en,iPhone X,12.3.1,Organic,20,30,7,2003.0,M,0.0,0.0
YuwCsFNwguMvABGjqaXLKA==,2019-06-16 04:01:19+00:00,2019-06-16 04:05:26+00:00,US,en,iPhone 6S,12.3.1,Facebook Installs,60,365,7,1983.0,M,0.0,0.0
xvVZTl1od/C/sOWEgJ+0mA==,2019-06-16 04:03:26+00:00,2019-06-16 04:12:00+00:00,US,en,iPhone 6S,12.3.1,Organic,20,30,7,2007.0,F,7.0,28.0
7nMOHGI1RXMzfGZQYzFVbQ==,2019-06-16 04:07:47+00:00,2019-06-16 04:08:13+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1983.0,M,0.0,0.0
l4H8i1fEl8248HugnlMZxg==,2019-06-16 04:07:52+00:00,2019-06-16 04:08:33+00:00,US,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1982.0,F,7.0,42.0
nOD39d+kB8kaWFy6C63mSg==,2019-06-16 04:07:53+00:00,2019-06-16 04:08:40+00:00,US,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1960.0,F,7.0,47.599998474121094
qGNOcbTatIT+QgU3jaL61g==,2019-06-16 04:09:22+00:00,2019-06-16 04:09:57+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1993.0,M,0.0,0.0
7KF9WYWsN0u5+hn8FVXUeA==,2019-06-16 04:10:51+00:00,2019-06-16 04:11:39+00:00,CA,en,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1989.0,M,0.0,0.0
1ATPmz63gZeNTbYTWoTFCA==,2019-06-16 04:11:07+00:00,2019-06-16 04:11:48+00:00,US,en,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1980.0,F,0.0,0.0
9UjfxawAOtHvqsc/f4yt5w==,2019-06-16 04:11:20+00:00,2019-06-16 04:11:45+00:00,US,en,iPhone 7 Plus,12.2,Facebook Installs,20,30,7,1996.0,M,0.0,0.0
rTlz9L1latWQ/tdIn3p0VA==,2019-06-16 04:13:22+00:00,2019-06-16 04:13:48+00:00,CA,en,iPhone 7,12.2,Facebook Installs,20,30,7,1996.0,F,0.0,0.0
mmti5SD+7ewbsZh2dlouyQ==,2019-06-16 04:14:48+00:00,2019-06-16 04:15:24+00:00,ES,es,iPhone 8,12.3.1,Organic,20,30,7,2000.0,M,0.0,0.0
BBcUO9flXB46utcz64XsbQ==,2019-06-16 04:15:10+00:00,2019-06-16 04:15:49+00:00,US,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1979.0,F,7.0,7.0
4fwjp3iOu0NrL7zED2EFZg==,2019-06-16 04:16:04+00:00,2019-06-16 04:17:18+00:00,IT,en,iPhone 7,12.3.1,Organic,20,30,7,1989.0,F,6.85,79.62999725341797
dbMTMcIdPrsLJ/2KF4vFow==,2019-06-16 04:16:58+00:00,2019-06-16 04:18:36+00:00,US,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1964.0,F,0.0,0.0
o95hw4M/2U9EAXrM/YnS9g==,2019-06-16 04:16:59+00:00,2019-06-16 04:17:43+00:00,US,en,iPhone 8,12.3.1,Apple Search Ads,20,30,7,1986.0,M,0.0,0.0
